OID_,OBJECTID,GEO_ID,TYPE_DESC,SCODE_NAME,LCODE_NAME,NAME
0,180,180.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
1,193,193.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
2,325,325.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
3,327,327.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
4,328,328.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
5,333,333.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
6,334,334.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
7,337,337.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
8,339,339.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
9,553,553.000000000000000,CGSP, ,354283,DOUGLAS GREENBELT
10,556,556.000000000000000,CGSP, ,354566,CHARLES SAURIOL CONSERVATION AREA
11,574,574.000000000000000,CGSP, ,354677,DANE PARKETTE
12,576,576.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
13,578,578.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
14,4307622,1307.000000000000000,CGSP,1307,1307,MANOR PARK
15,581,581.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
16,4307623,1307.000000000000000,CGSP,1307,1307,MANOR PARK
17,4307902,31565.000000000000000,CGSP,31565,31565,THISTLETOWN MULTI-SERVICE CENTRE - Building Grounds
18,4309942,1525.000000000000000,CGSP,1525,1525,LOGAN GREEN FIELD
19,98,98.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
20,99,99.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
21,194,194.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
22,195,195.000000000000000,CGSP, ,3053,ROUGE RIVER WATERCOURSE
23,198,198.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
24,199,199.000000000000000,CGSP, ,354722,DUNCAN CREEK PARK
25,201,201.000000000000000,CGSP, ,3053,ROUGE RIVER WATERCOURSE
26,341,341.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
27,344,344.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
28,346,346.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
29,348,348.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
30,582,582.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
31,583,583.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
32,584,584.000000000000000,CGSP, ,354566,CHARLES SAURIOL CONSERVATION AREA
33,585,585.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
34,586,586.000000000000000,CGSP, ,3015,CHINE DRIVE WOODLOT
35,588,588.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
36,590,590.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
37,591,591.000000000000000,CGSP, ,3031,GLENGROVE / MARLEE PARKETTE
38,103,103.000000000000000,CGSP, ,3064,TORONTO ZOO
39,104,104.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
40,4305491,1842.000000000000000,CGSP,1842,1842,LAWREN HARRIS PARK
41,4305492,1130.000000000000000,CGSP,1130,1130,WILLOWRIDGE PARK
42,4305493,1073.000000000000000,CGSP,1073,1073,VEROBEACH PARKETTE
43,4305494,610.000000000000000,CGSP,610,610,LAURENTIDE PARK
44,202,202.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
45,203,203.000000000000000,CGSP, ,354738,EAST DON PARKLAND
46,204,204.000000000000000,CGSP, ,354684,DEAN PARK
47,205,205.000000000000000,CGSP, ,354684,DEAN PARK
48,207,207.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
49,208,208.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
50,353,353.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
51,354,354.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
52,367,367.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
53,368,368.000000000000000,CGSP, ,354738,EAST DON PARKLAND
54,369,369.000000000000000,CGSP, ,3047,PIONEER CREEK VILLAGE
55,370,370.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
56,592,592.000000000000000,CGSP, ,354758,EGLINTON PARK
57,595,595.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
58,597,597.000000000000000,CGSP, ,354203,BLUFFER'S PARK
59,599,599.000000000000000,CGSP, ,354108,WARDEN WOODS
60,600,600.000000000000000,CGSP, ,3043,MIDLAND RAVINE
61,110,110.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
62,111,111.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
63,113,113.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
64,114,114.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
65,118,118.000000000000000,CGSP, ,3056,STAINES ROAD RETENTION POND
66,119,119.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
67,121,121.000000000000000,CGSP, ,3053,ROUGE RIVER WATERCOURSE
68,210,210.000000000000000,CGSP, ,354314,GARNIER PARK
69,211,211.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
70,212,212.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
71,213,213.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
72,214,214.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
73,271,271.000000000000000,CGSP, ,3034,HIGHLAND CREEK TRIBUTARY
74,371,371.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
75,375,375.000000000000000,CGSP, ,350281,GIBSON HOUSE - Building Grounds
76,376,376.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
77,377,377.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
78,420,420.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
79,421,421.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
80,488,488.000000000000000,CGSP, ,3040,LIVINGSTON ROAD GREEN
81,489,489.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
82,490,490.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
83,494,494.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
84,495,495.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
85,497,497.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
86,163,163.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
87,164,164.000000000000000,CGSP, ,354488,UPPER ROUGE TRAIL PARK
88,167,167.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
89,168,168.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
90,272,272.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
91,273,273.000000000000000,CGSP, ,350249,HISTORIC ZION SCHOOLHOUSE - Building Grounds
92,221,221.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
93,222,222.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
94,422,422.000000000000000,CGSP, ,3041,MASSEY CREEK RAVINE
95,423,423.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
96,425,425.000000000000000,CGSP, ,3042,MASSEY CREEK WATERCOURSE
97,444,444.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
98,445,445.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
99,605,605.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
100,606,606.000000000000000,CGSP, ,3043,MIDLAND RAVINE
101,558,558.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
102,562,562.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
103,563,563.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
104,171,171.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
105,126,126.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
106,127,127.000000000000000,CGSP, ,355346,ROUGE PARK
107,128,128.000000000000000,CGSP, ,355346,ROUGE PARK
108,129,129.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
109,130,130.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
110,131,131.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
111,133,133.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
112,223,223.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
113,224,224.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
114,226,226.000000000000000,CGSP, ,354319,GIDEON PARKETTE
115,228,228.000000000000000,CGSP, ,355205,NORTH AGINCOURT PARK
116,230,230.000000000000000,CGSP, ,355205,NORTH AGINCOURT PARK
117,232,232.000000000000000,CGSP, ,354060,TIMBERBANK PARK
118,233,233.000000000000000,CGSP, ,350319,MORNINGSIDE YARD
119,446,446.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
120,447,447.000000000000000,CGSP, ,3032,GWENDOLEN AVENUE WOODLOT
121,449,449.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
122,4305558,1492.000000000000000,CGSP,1492,1492,ROXTON ROAD PARKETTE
123,4305559,1243.000000000000000,CGSP,1243,1243,COLLEGE - ST. HELENS TRAFFIC ISLANDS
124,452,452.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
125,454,454.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
126,455,455.000000000000000,CGSP, ,3035,HUMBER RIVER WATERCOURSE
127,566,566.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
128,533,533.000000000000000,CGSP, ,354578,MCCOWAN DISTRICT PARK
129,534,534.000000000000000,CGSP, ,3041,MASSEY CREEK RAVINE
130,480,480.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
131,481,481.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
132,482,482.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
133,484,484.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
134,485,485.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
135,134,134.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
136,235,235.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
137,237,237.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
138,239,239.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
139,240,240.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
140,241,241.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
141,379,379.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
142,383,383.000000000000000,CGSP, ,354980,JANELLAN RAVINE PARK
143,386,386.000000000000000,CGSP, ,354383,MANSE ROAD PARK
144,145,145.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
145,178,178.000000000000000,CGSP, ,354295,BRIMLEY WOODS
146,81,81.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
147,82,82.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
148,137,137.000000000000000,CGSP, ,3064,TORONTO ZOO
149,139,139.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
150,140,140.000000000000000,CGSP, ,355197,NEILSON PARK - SCARBOROUGH
151,141,141.000000000000000,CGSP, ,355197,NEILSON PARK - SCARBOROUGH
152,172,172.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
153,396,396.000000000000000,CGSP, ,3028,FINCH / DUFFERIN WOODLOT
154,398,398.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
155,400,400.000000000000000,CGSP, ,3023,DUFFERIN TRANSFER STATION WOODLOT
156,4305671,2039.000000000000000,CGSP,2039,2039,YONGE STREET MEDIAN TRAFFIC ISLAND
157,4305672,86.000000000000000,CGSP,86,86,BENNER PARK
158,389,389.000000000000000,CGSP, ,354270,DAN IANNUZZI PARK
159,392,392.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
160,393,393.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
161,4305572,59810.000000000000000,CGSP,59810,59810,TRCA LANDS ( 50)
162,4305573,59811.000000000000000,CGSP,59811,59811,TRCA LANDS ( 51)
163,84,84.000000000000000,CGSP, ,355346,ROUGE PARK
164,85,85.000000000000000,CGSP, ,355346,ROUGE PARK
165,87,87.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
166,90,90.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
167,143,143.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
168,175,175.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
169,176,176.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
170,177,177.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
171,242,242.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
172,403,403.000000000000000,CGSP, ,355355,ROWNTREE MILLS PARK
173,405,405.000000000000000,CGSP, ,354336,HEARTHSTONE VALLEY GREENBELT
174,407,407.000000000000000,CGSP, ,355273,PLUNKETT PARK
175,355,355.000000000000000,CGSP, ,354675,DALLINGTON PARK
176,356,356.000000000000000,CGSP, ,355012,KEMPFORD PARKETTE
177,358,358.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
178,411,411.000000000000000,CGSP, ,3003,AMBERDALE RAVINE
179,394,394.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
180,613,613.000000000000000,CGSP, ,354587,OATES PARK
181,614,614.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
182,616,616.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
183,617,617.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
184,620,620.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
185,623,623.000000000000000,CGSP, ,357748,CENOTAPH TRAFFIC ISLAND
186,625,625.000000000000000,CGSP, ,354045,TAYLOR CREEK PARK
187,147,147.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
188,148,148.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
189,149,149.000000000000000,CGSP, ,355043,L'AMOREAUX NORTH PARK
190,151,151.000000000000000,CGSP, ,355043,L'AMOREAUX NORTH PARK
191,153,153.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
192,243,243.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
193,244,244.000000000000000,CGSP, ,354060,TIMBERBANK PARK
194,249,249.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
195,251,251.000000000000000,CGSP, ,3016,CINDY NICHOLAS DRIVE WOODLOT
196,412,412.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
197,413,413.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
198,414,414.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
199,415,415.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
200,416,416.000000000000000,CGSP, ,354850,GLENDORA PARK
201,505,505.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
202,506,506.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
203,627,627.000000000000000,CGSP, ,357748,CENOTAPH TRAFFIC ISLAND
204,629,629.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
205,630,630.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
206,631,631.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
207,632,632.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
208,634,634.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
209,635,635.000000000000000,CGSP, ,354500,WESTVIEW GREENBELT
210,155,155.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
211,156,156.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
212,157,157.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
213,254,254.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
214,255,255.000000000000000,CGSP, ,354368,LAURA ELLIS PARK
215,256,256.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
216,259,259.000000000000000,CGSP, ,3034,HIGHLAND CREEK TRIBUTARY
217,261,261.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
218,262,262.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
219,508,508.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
220,509,509.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
221,511,511.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
222,512,512.000000000000000,CGSP, ,3041,MASSEY CREEK RAVINE
223,513,513.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
224,514,514.000000000000000,CGSP, ,355130,MASSEYGROVE PARK
225,515,515.000000000000000,CGSP, ,355130,MASSEYGROVE PARK
226,516,516.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
227,517,517.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
228,532,532.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
229,636,636.000000000000000,CGSP, ,3004,ATTWELL DRIVE PARKLAND
230,690,690.000000000000000,CGSP, ,355373,BERT ROBINSON PARK
231,692,692.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
232,693,693.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
233,694,694.000000000000000,CGSP, ,3037,LAKEFRONT OPEN LANDS
234,695,695.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
235,720,720.000000000000000,CGSP, ,354865,GRAHAM PARK
236,158,158.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
237,160,160.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
238,162,162.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
239,217,217.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
240,218,218.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
241,220,220.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
242,263,263.000000000000000,CGSP, ,3034,HIGHLAND CREEK TRIBUTARY
243,264,264.000000000000000,CGSP, ,357696,MILITARY TRAIL TRAFFIC ISLAND
244,265,265.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
245,266,266.000000000000000,CGSP, ,3002,ADAM'S CREEK RAVINE
246,267,267.000000000000000,CGSP, ,357696,MILITARY TRAIL TRAFFIC ISLAND
247,458,458.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
248,519,519.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
249,520,520.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
250,522,522.000000000000000,CGSP, ,354140,WEST HUMBER PARKLAND
251,524,524.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
252,525,525.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
253,526,526.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
254,528,528.000000000000000,CGSP, ,355170,MOCCASIN TRAIL PARK
255,529,529.000000000000000,CGSP, ,3041,MASSEY CREEK RAVINE
256,569,569.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
257,570,570.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
258,571,571.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
259,540,540.000000000000000,CGSP, ,354391,JEANETTE PARK
260,183,183.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
261,185,185.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
262,186,186.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
263,189,189.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
264,269,269.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
265,290,290.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
266,291,291.000000000000000,CGSP, ,354819,G. ROSS LORD PARK
267,292,292.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
268,295,295.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
269,297,297.000000000000000,CGSP, ,355348,ROUGE PARK - ROUGE BEACH PARK
270,298,298.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
271,299,299.000000000000000,CGSP, ,355336,RON WATSON PARK
272,301,301.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
273,302,302.000000000000000,CGSP, ,3039,LAWSON ROAD WOODLOT
274,530,530.000000000000000,CGSP, ,3041,MASSEY CREEK RAVINE
275,456,456.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
276,457,457.000000000000000,CGSP, ,3022,DOWNSVIEW SUBWAY STATION GREEN
277,460,460.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
278,461,461.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
279,462,462.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
280,463,463.000000000000000,CGSP, ,3035,HUMBER RIVER WATERCOURSE
281,464,464.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
282,467,467.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
283,468,468.000000000000000,CGSP, ,3022,DOWNSVIEW SUBWAY STATION GREEN
284,542,542.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
285,546,546.000000000000000,CGSP, ,355335,RODING PARK
286,638,638.000000000000000,CGSP, ,3035,HUMBER RIVER WATERCOURSE
287,190,190.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
288,191,191.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
289,192,192.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
290,303,303.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
291,304,304.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
292,306,306.000000000000000,CGSP, ,3002,ADAM'S CREEK RAVINE
293,307,307.000000000000000,CGSP, ,355199,NEWTONBROOK PARK
294,309,309.000000000000000,CGSP, ,3002,ADAM'S CREEK RAVINE
295,469,469.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
296,471,471.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
297,473,473.000000000000000,CGSP, ,3068,WILSON HEIGHTS GREEN
298,474,474.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
299,475,475.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
300,476,476.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
301,477,477.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
302,479,479.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
303,639,639.000000000000000,CGSP, ,3035,HUMBER RIVER WATERCOURSE
304,640,640.000000000000000,CGSP, ,3035,HUMBER RIVER WATERCOURSE
305,641,641.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
306,642,642.000000000000000,CGSP, ,3035,HUMBER RIVER WATERCOURSE
307,643,643.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
308,645,645.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
309,646,646.000000000000000,CGSP, ,3070,WOLCOTT AVENUE GREEN
310,647,647.000000000000000,CGSP, ,3035,HUMBER RIVER WATERCOURSE
311,648,648.000000000000000,CGSP, ,355094,LOWER DON PARKLANDS
312,93,93.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
313,122,122.000000000000000,CGSP, ,3053,ROUGE RIVER WATERCOURSE
314,124,124.000000000000000,CGSP, ,3053,ROUGE RIVER WATERCOURSE
315,125,125.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
316,77,77.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
317,274,274.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
318,275,275.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
319,276,276.000000000000000,CGSP, ,3050,PUBLIC ACCESS PROPERTY
320,277,277.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
321,279,279.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
322,280,280.000000000000000,CGSP, ,355348,ROUGE PARK - ROUGE BEACH PARK
323,281,281.000000000000000,CGSP, ,3034,HIGHLAND CREEK TRIBUTARY
324,427,427.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
325,430,430.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
326,431,431.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
327,433,433.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
328,311,311.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
329,651,651.000000000000000,CGSP, ,354540,CEDARVALE PARK
330,653,653.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
331,656,656.000000000000000,CGSP, ,354932,HOLLIS - KALMAR PARK
332,664,664.000000000000000,CGSP, ,355094,LOWER DON PARKLANDS
333,665,665.000000000000000,CGSP, ,355094,LOWER DON PARKLANDS
334,666,666.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
335,667,667.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
336,669,669.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
337,672,672.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
338,673,673.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
339,4308602,726.000000000000000,CGSP,726,726,MOCCASIN TRAIL PARK
340,4308603,312.000000000000000,CGSP,312,312,EAST DON PARKLAND
341,79,79.000000000000000,CGSP, ,3053,ROUGE RIVER WATERCOURSE
342,80,80.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
343,74,74.000000000000000,CGSP, ,355346,ROUGE PARK
344,282,282.000000000000000,CGSP, ,3002,ADAM'S CREEK RAVINE
345,284,284.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
346,287,287.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
347,288,288.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
348,312,312.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
349,314,314.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
350,315,315.000000000000000,CGSP, ,354909,HENDON PARK
351,317,317.000000000000000,CGSP, ,3066,WEST HIGHLAND CREEK WATERCOURSE
352,318,318.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
353,320,320.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
354,321,321.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
355,322,322.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
356,324,324.000000000000000,CGSP, ,3024,EAST HIGHLAND CREEK WATERCOURSE
357,675,675.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
358,801,801.000000000000000,CGSP, ,3051,ROSEDALE RAVINE LANDS
359,435,435.000000000000000,CGSP, ,3017,CITY WIDE OPEN SPACE
